ID,Player,Team,GP,G,A,TP,PPG,PIM,PM
1098,Luke Farthing (D),Ferris State University,20,1,3,4,0.20,25,-11
1099,Lucas Ölvestad (D),University of Denver,22,1,3,4,0.18,10,7
1100,Danny Weight (C),Colorado College,22,1,3,4,0.18,13,3
1101,Kirklan Irey (F),Bemidji State University,23,1,3,4,0.17,2,-5
1102,Christopher Klack (C/W),Clarkson University,25,1,3,4,0.16,8,0
1103,Dalton Messina (F),Ohio State University,25,1,3,4,0.16,10,0
1104,Chikara Hanzawa (RW),Sacred Heart University,28,1,3,4,0.14,10,-4
1105,Christian Krygier (D),Michigan State University,28,1,3,4,0.14,23,-7
1106,Tucker McRae (D),Dartmouth College,29,1,3,4,0.14,22,-13
1107,Ray Christy (F),Colorado College,30,1,3,4,0.13,6,0
1108,Jonathan Ziskie (D),Niagara University,31,1,3,4,0.13,14,-2
1109,Phip Waugh (D/C),Mercyhurst University,31,1,3,4,0.13,16,-8
1110,Ryan Helliwell (D),University of Notre Dame,31,1,3,4,0.13,19,1
1111,Philip Törnqvist (D),University of Vermont,32,1,3,4,0.13,4,-4
1112,Harrison Blaisdell (C),University of New Hampshire,32,1,3,4,0.13,10,-9
1113,Tyler Rollwagen (F),University of Nebraska-Omaha,33,1,3,4,0.12,14,0
1114,Jordan Schulting (D),Bentley University,15,0,4,4,0.27,2,-3
1115,David Ma (D),Princeton University,17,0,4,4,0.24,16,0
1116,Max Osborne (D),University of Alaska-Anchorage,19,0,4,4,0.21,4,-2
1117,Frankie Carogioiello (C),Miami University (Ohio),22,0,4,4,0.18,8,0
1118,Zackary Tonelli (F),Brown University,24,0,4,4,0.17,4,-1
1119,Marcus Walter (D),Bentley University,24,0,4,4,0.17,8,-3
1120,Steven Townley (F),Dartmouth College,30,0,4,4,0.13,4,-5
1121,Kieran O'Hearn (D),Yale University,31,0,4,4,0.13,24,-12
1122,Quinton Pepper (RW),University of St. Thomas,34,0,4,4,0.12,6,-10
1123,Hunter Lellig (D),Bowling Green State University,34,0,4,4,0.12,34,-6
1124,Owen Norton (D),Mercyhurst University,36,0,4,4,0.11,41,-13
1125,Ivan Zivlak (D),Merrimack College,38,0,4,4,0.11,2,4
1126,Alexander Krause (F),Dartmouth College,12,3,0,3,0.25,17,-3
1127,Davis Goukler (D),University of Alaska-Anchorage,17,2,1,3,0.18,6,-4
1128,Brett Chorske (C/RW),Colorado College,19,2,1,3,0.16,2,-6
1129,Aidan Carney (F),University of Maine,19,2,1,3,0.16,2,-2
1130,Hugo Esselin (C),Merrimack College,19,2,1,3,0.16,10,2
1131,Blake Wells (F),UMass-Lowell,22,2,1,3,0.14,6,1
1132,Matthew Johnson (F),University of Alaska-Anchorage,24,2,1,3,0.13,8,-8
1133,Matteo Costantini (C/LW),University of North Dakota,25,2,1,3,0.12,4,-5
1134,Blake Mesenburg (C/LW),Miami University (Ohio),25,2,1,3,0.12,12,-1
1135,Kaden Bohlsen (C),University of Nebraska-Omaha,26,2,1,3,0.12,26,-8
1136,Jordan Venegoni (F),Lake Superior State University,28,2,1,3,0.11,18,2
1137,Garrett Pinoniemi (C),University of Minnesota,29,2,1,3,0.10,4,-2
1138,Ryan Sullivan (F),UMass,32,2,1,3,0.09,8,-5
1139,Jackson Niedermayer (LW),Arizona State University,7,1,2,3,0.43,2,1
1140,Grant Hebert (C),University of Maine,8,1,2,3,0.38,0,-3
1141,Conner Jean (C),College of the Holy Cross,11,1,2,3,0.27,4,-3
1142,Bram Scheerer (LW),Union College,12,1,2,3,0.25,10,2
1143,Luke Bast (D),University of North Dakota,13,1,2,3,0.23,10,-10
1144,Austin Pick (F),Stonehill College,15,1,2,3,0.20,2,0
1145,Hunter Andrew (F),Canisius College,15,1,2,3,0.20,10,-3
1146,Kyler Kovich (LW),Cornell University,16,1,2,3,0.19,4,3
1147,Matthew Pimental (F),Stonehill College,16,1,2,3,0.19,8,-3
1148,Daniel Baldassarra (C),Long Island University,17,1,2,3,0.18,2,2
1149,Brendan Clark (F),Brown University,18,1,2,3,0.17,8,-2
1150,Kaleb Ergang (RW),Ferris State University,19,1,2,3,0.16,10,-8
1151,Thomas Horak (F),Stonehill College,20,1,2,3,0.15,23,-4
1152,Mitch Andres (D),Boston College,21,1,2,3,0.14,0,1
1153,Mitchell Becker (D),UMass-Lowell,21,1,2,3,0.14,8,2
1154,Owen Murray (D),UMass,21,1,2,3,0.14,12,-12
1155,Michael Martignetti (D),Stonehill College,23,1,2,3,0.13,12,2
1156,Eric Linell (C/RW),Bentley University,25,1,2,3,0.12,6,-14
1157,Luke Johnson (LW/C),University of Minnesota-Duluth,25,1,2,3,0.12,11,-2
1158,Joe Leahy (D),University of Vermont,25,1,2,3,0.12,27,-4
1159,Trevor Smith (C),Army (U.S. Military Academy),27,1,2,3,0.11,8,-2
1160,Nolan Sawchuk (D),University of St. Thomas,28,1,2,3,0.11,6,0
1161,Xavier Lapointe (D),RIT (Rochester Inst. of Tech.),28,1,2,3,0.11,19,-3
1162,Kieran Ruscheinski (D),Lindenwood University,29,1,2,3,0.10,20,-5
1163,Charlie Spence (D),College of the Holy Cross,30,1,2,3,0.10,12,4
1164,Luke Robinson (D),Air Force Academy,32,1,2,3,0.09,30,-11
1165,Tommy Middleton (F),Colorado College,33,1,2,3,0.09,8,0
1166,Tucker Hodgson (D),Bentley University,33,1,2,3,0.09,35,-9
1167,Brady Berard (C),Providence College,34,1,2,3,0.09,8,3
1168,Tim Clifton (C),Sacred Heart University,34,1,2,3,0.09,8,0
1169,Luke LaMaster (D),University of Wisconsin,34,1,2,3,0.09,37,-7
1170,William Magnuson (D),Bemidji State University,35,1,2,3,0.09,4,-6
1171,Elliott McDermott (D),UMass,35,1,2,3,0.09,10,2
1172,Kevin Anderson (F),Princeton University,9,0,3,3,0.33,0,2
1173,Luke Johnson (D),Providence College,12,0,3,3,0.25,0,-2
1174,Patrik Satosaari (D),Bemidji State University,12,0,3,3,0.25,0,-3
1175,Xavier Alexandre Jean-Louis (D),University of Alaska-Fairbanks,13,0,3,3,0.23,4,4
1176,Ethan Benz (F),Union College,18,0,3,3,0.17,4,0
1177,Ryan Rosborough (F),St. Cloud State University,19,0,3,3,0.16,0,2
1178,Oliver MacDonald (F),Western Michigan University,19,0,3,3,0.16,6,-1
1179,Alex Murray (D),Miami University (Ohio),19,0,3,3,0.16,10,0
1180,Charlie Strobel (C),University of Minnesota,20,0,3,3,0.15,2,-3
1181,Vincent Corcoran (D),Bemidji State University,20,0,3,3,0.15,4,0
1182,Nicolas Ardanaz (D),RPI (Rensselaer Polytech. Inst.),20,0,3,3,0.15,8,-11
1183,Nathan Kelly (D),Union College,22,0,3,3,0.14,0,-2
1184,Santeri Hartikainen (C/RW),Long Island University,22,0,3,3,0.14,4,-8
1185,Matthew Vermaeten (F),Canisius College,22,0,3,3,0.14,4,-1
1186,Samuel Duerr (D),University of Maine,22,0,3,3,0.14,8,-2
1187,Spencer Schneider (F),Bowling Green State University,24,0,3,3,0.13,8,-10
1188,Ryan Sorkin (F),Dartmouth College,25,0,3,3,0.12,25,-9
1189,Zane Demsey (D),Miami University (Ohio),25,0,3,3,0.12,33,-3
1190,Joseph Pierce (D),University of Minnesota-Duluth,26,0,3,3,0.12,8,-6
1191,Dylan Herzog (D),Yale University,26,0,3,3,0.12,16,-18
1192,Zach Faremouth (F),Ferris State University,27,0,3,3,0.11,22,0
1193,Henry Wagner (LW),Yale University,29,0,3,3,0.10,12,-9
1194,Cade Alami (D),Boston College,29,0,3,3,0.10,21,-4
1195,Brett Roloson (F),Lake Superior State University,30,0,3,3,0.10,4,-13
1196,Nico Somerville (D),American International College,30,0,3,3,0.10,18,-4
1197,Connor Sweeney (F),University of New Hampshire,34,0,3,3,0.09,6,-4
1198,Ryan O'Connell (D),Michigan Tech,35,0,3,3,0.09,14,-3
1199,John Gelatt (F),College of the Holy Cross,38,0,3,3,0.08,19,-15
1200,Seth Fyten (F),Bowling Green State University,7,2,0,2,0.29,6,-2
1201,Trym Løkkeberg (C),Dartmouth College,14,2,0,2,0.14,4,-1
1202,Trevor Griebel (D/F),Merrimack College,16,2,0,2,0.13,10,1
1203,Adam Jeffery (LW),RIT (Rochester Inst. of Tech.),16,2,0,2,0.13,15,3
1204,James McIsaac (C/RW),RPI (Rensselaer Polytech. Inst.),16,2,0,2,0.13,23,-10
1205,Mark Gallant (F),Dartmouth College,21,2,0,2,0.10,2,-8
1206,Matthew Hayami (C),Princeton University,26,2,0,2,0.08,0,0
1207,Stefan Owens (F),UMass-Lowell,26,2,0,2,0.08,2,-1
1208,Ryan Carmichael (D/F),Yale University,31,2,0,2,0.06,12,1
1209,Jack Lagerstrom (D),Cornell University,7,1,1,2,0.29,4,1
1210,Michael Citara (RW),Providence College,8,1,1,2,0.25,2,-4
1211,Nikita Borodayenko (F),Merrimack College,8,1,1,2,0.25,5,0
1212,Jake Black (F),University of Connecticut,9,1,1,2,0.22,0,1
1213,Charlie Schoen (RW),Arizona State University,9,1,1,2,0.22,0,1
1214,Wyatt Schingoethe (C),Western Michigan University,9,1,1,2,0.22,2,3
1215,Tanner Edwards (LW/C),Minnesota State University (Mankato),10,1,1,2,0.20,4,-1
1216,Blake Bride (RW),Air Force Academy,10,1,1,2,0.20,6,-1
1217,Ryan King (C/LW),Stonehill College,10,1,1,2,0.20,8,-4
1218,Brian Carrabes (F),Boston University,11,1,1,2,0.18,0,1
1219,Gustav Müller (F),Long Island University,11,1,1,2,0.18,2,-2
1220,Mikey Adamson (D),UMass,11,1,1,2,0.18,4,0
1221,Andrew Kangas (F),University of St. Thomas,11,1,1,2,0.18,6,-3
1222,Oliver Tarr (RW),Canisius College,13,1,1,2,0.15,4,-6
1223,Joe Solimine (C),College of the Holy Cross,13,1,1,2,0.15,5,1
1224,Matt Thomson (LW),Bentley University,13,1,1,2,0.15,19,-1
1225,Anthony Cipollone (F),Quinnipiac University,14,1,1,2,0.14,0,1
1226,Ryan Upson (F),Bentley University,14,1,1,2,0.14,4,1
1227,Ty Smilanic (C),University of Wisconsin,14,1,1,2,0.14,7,-8
1228,Nick Trela (F),St. Lawrence University,15,1,1,2,0.13,2,-3
1229,Zach Michaelis (C),Northern Michigan University,15,1,1,2,0.13,2,-2
1230,Dylan Schuett (C),Long Island University,16,1,1,2,0.13,10,-5
1231,Brett Willits (C),Northern Michigan University,16,1,1,2,0.13,10,-3
1232,Cameron Mannion (D),Stonehill College,17,1,1,2,0.12,6,7
1233,Jacob Badal (LW),Ferris State University,18,1,1,2,0.11,2,-5
1234,T.J. Schweighardt (D),UMass-Lowell,18,1,1,2,0.11,2,-4
1235,Max Neill (LW),Lindenwood University,19,1,1,2,0.11,17,-12
1236,Finlay Williams (F),University of Notre Dame,22,1,1,2,0.09,6,1
1237,Tanner Main (D),Bentley University,22,1,1,2,0.09,10,-10
1238,Philippe Jacques (C),RIT (Rochester Inst. of Tech.),22,1,1,2,0.09,12,-1
1239,Cameron Gendron (F),University of New Hampshire,23,1,1,2,0.09,4,-10
1240,Noah Ellis (D),UMass,23,1,1,2,0.09,6,6
1241,Danny Ciccarello (F),RPI (Rensselaer Polytech. Inst.),24,1,1,2,0.08,8,-11
1242,Sebastian Tamburro (LW),Colgate University,25,1,1,2,0.08,4,-6
1243,Eric Huss (F),Army (U.S. Military Academy),26,1,1,2,0.08,4,-8
1244,Nick Marciano (D),Princeton University,26,1,1,2,0.08,12,3
1245,Conor Lovett (F),University of New Hampshire,29,1,1,2,0.07,16,-7
1246,Kaelan Taylor (D),Clarkson University,29,1,1,2,0.07,21,-7
1247,Jake Beaune (D),Mercyhurst University,30,1,1,2,0.07,22,-2
1248,Hank Kempf (D),Cornell University,31,1,1,2,0.06,10,12
1249,Robby Drazner (D),Miami University (Ohio),31,1,1,2,0.06,23,-2
1250,Sean Vlasich (D),Army (U.S. Military Academy),32,1,1,2,0.06,4,-6
1251,Artyom Borshyov (D),Lake Superior State University,33,1,1,2,0.06,10,-15
1252,Andrew Garby (D),Army (U.S. Military Academy),34,1,1,2,0.06,16,-12
1253,Cooper Haar (LW),Canisius College,4,0,2,2,0.50,4,-4
1254,Dylan Lugris (F),Penn State University,8,0,2,2,0.25,0,0
1255,Niko Jovanovic (C/LW),University of Notre Dame,8,0,2,2,0.25,2,0
1256,John Druskinis (D),University of Michigan,8,0,2,2,0.25,9,2
1257,A.J. Casperson (D),Long Island University,8,0,2,2,0.25,10,1
1258,Lucas Coon (F),Air Force Academy,9,0,2,2,0.22,2,-3
1259,Evan McIntyre (D),Ohio State University,10,0,2,2,0.20,2,3
1260,Timothy Heinke (RW),Quinnipiac University,10,0,2,2,0.20,4,1
1261,Nick Unruh (F),Dartmouth College,11,0,2,2,0.18,0,-5
1262,Colby MacArthur (RW),Union College,11,0,2,2,0.18,0,-3
1263,Matthew Allen (C),Union College,11,0,2,2,0.18,6,0
1264,Will Margel (W/C),University of New Hampshire,12,0,2,2,0.17,0,-3
1265,Grant Anderson (D),Sacred Heart University,13,0,2,2,0.15,2,1
1266,George Grannis (F),Clarkson University,16,0,2,2,0.13,2,0
1267,Alexander Nordstrom (F),Michigan Tech,16,0,2,2,0.13,4,3
1268,Cole Craft (RW),Lake Superior State University,17,0,2,2,0.12,4,-6
1269,Liam Dennison (D),Merrimack College,17,0,2,2,0.12,21,5
1270,Jasper Lester (D),Air Force Academy,18,0,2,2,0.11,6,-3
1271,Cade Neilson (C),University of Alaska-Fairbanks,18,0,2,2,0.11,8,-3
1272,Dawson Bruneski (D),University of Maine,19,0,2,2,0.11,8,1
1273,Nick Donato (D),Miami University (Ohio),20,0,2,2,0.10,6,-10
1274,Kennedy O'Connor (D),UMass,21,0,2,2,0.10,2,-2
1275,Kent Anderson (D),University of Denver,22,0,2,2,0.09,4,3
1276,Jaxson Ezman (F),Princeton University,22,0,2,2,0.09,41,-2
1277,Kyle Aucoin (D),Harvard University,24,0,2,2,0.08,4,-4
1278,Tyler Spott (D),Northeastern University,24,0,2,2,0.08,16,4
1279,Adam Arvedson (D),Merrimack College,26,0,2,2,0.08,6,1
1280,Garrett Daly (D),University of St. Thomas,26,0,2,2,0.08,37,0
1281,Sean Keohan (D),Dartmouth College,27,0,2,2,0.07,6,-10
1282,Jackson MacNab (RW),College of the Holy Cross,30,0,2,2,0.07,4,-6
1283,Grant Hindman (D),Lake Superior State University,34,0,2,2,0.06,18,-8
1284,Bryan Huggins (D),Lake Superior State University,34,0,2,2,0.06,24,-1
1285,C.J. Regula (D),Ohio State University,35,0,2,2,0.06,16,2
1286,Campbell Cichosz (D),Minnesota State University (Mankato),36,0,2,2,0.06,6,0
1287,Michael Hodge (F),Union College,2,1,0,1,0.50,0,0
1288,Brendan Studioso (RW),Arizona State University,3,1,0,1,0.33,15,0
1289,Alex Mella (LW),Northeastern University,4,1,0,1,0.25,2,1
1290,Ben Copeland (C),Penn State University,5,1,0,1,0.20,0,2
1291,Zachary Power (C),University of Alaska-Fairbanks,5,1,0,1,0.20,4,3
1292,Andrew Amousse (C),American International College,6,1,0,1,0.17,0,1
1293,Mike Egan (F),Niagara University,6,1,0,1,0.17,0,-2
1294,Brady MacDonald (D),Dartmouth College,7,1,0,1,0.14,0,-1
1295,Austin McCarthy (F),Ferris State University,7,1,0,1,0.14,0,-3
1296,John Sladic (F),Miami University (Ohio),7,1,0,1,0.14,0,-3
1297,Brenden Olson (D),Minnesota State University (Mankato),7,1,0,1,0.14,4,1
1298,Jack Seymour (RW),College of the Holy Cross,8,1,0,1,0.13,4,-4
1299,Matthew Fawcett (LW),University of Maine,10,1,0,1,0.10,0,-7
1300,Cooper Connell (F),Bentley University,10,1,0,1,0.10,4,-2
1301,Linden Alger (D),UMass,11,1,0,1,0.09,6,1
1302,Brian Silver (D),Miami University (Ohio),11,1,0,1,0.09,6,0
1303,Luke Erickson (D),St. Lawrence University,11,1,0,1,0.09,10,-2
1304,Caleb Huffman (D),University of Alaska-Anchorage,12,1,0,1,0.08,6,-3
1305,Ethan Aucoin (F),St. Cloud State University,12,1,0,1,0.08,19,0
1306,Colton Trumbla (LW),RIT (Rochester Inst. of Tech.),14,1,0,1,0.07,0,-2
1307,Marcus Pedersen (RW/LW),Michigan Tech,16,1,0,1,0.06,0,0
1308,Nate Morgan (F),Dartmouth College,16,1,0,1,0.06,2,-3
1309,Adam Dawe (RW/C),University of Connecticut,16,1,0,1,0.06,8,-6
1310,Braidan Simmons-Fischer (D),University of St. Thomas,19,1,0,1,0.05,28,-4
1311,Ashton Fry (F),St. Lawrence University,20,1,0,1,0.05,40,-3
1312,Henri Schreifels (F),RPI (Rensselaer Polytech. Inst.),21,1,0,1,0.05,8,-9
1313,Seamus Powell (D),Boston College,21,1,0,1,0.05,15,-3
1314,Kienan Draper (RW),University of Michigan,23,1,0,1,0.04,24,0
1315,Anthony Kehrer (D),University of Wisconsin,26,1,0,1,0.04,14,-10
1316,Anthony Stark (D),Colgate University,30,1,0,1,0.03,4,5
1317,Cam Knuble (F),Western Michigan University,30,1,0,1,0.03,4,-1
1318,Austin Wong (RW/C),Harvard University,30,1,0,1,0.03,28,-8
1319,Dylan Robbins (F),Sacred Heart University,31,1,0,1,0.03,6,0
1320,Mason Langenbrunner (D),Harvard University,33,1,0,1,0.03,22,1
1321,Filip Karlsson Tägtström (C),Merrimack College,2,0,1,1,0.50,0,1
1322,Kevin Sadovski (D),Merrimack College,2,0,1,1,0.50,0,1
1323,Garrett Sundquist (D),Providence College,2,0,1,1,0.50,0,2
1324,Tyler Kostelecky (F),Long Island University,4,0,1,1,0.25,0,-2
1325,Will Hilfiker (D),University of Alaska-Fairbanks,5,0,1,1,0.20,0,1
1326,Will Traeger (C),Boston College,5,0,1,1,0.20,0,0
1327,Brendan Kennette (D),Sacred Heart University,5,0,1,1,0.20,8,1
1328,Stephen Willey (LW),Army (U.S. Military Academy),6,0,1,1,0.17,0,-1
1329,Powell Connor (D),Michigan State University,6,0,1,1,0.17,2,4
1330,Rowan Miller (F),University of Alaska-Anchorage,6,0,1,1,0.17,4,-1
1331,Robby Newton (F),University of Wisconsin,7,0,1,1,0.14,0,-1
1332,Noah Wakeford (F),Brown University,7,0,1,1,0.14,0,-1
1333,Joe Hankinson (F),University of New Hampshire,7,0,1,1,0.14,2,-3
1334,Joshua Wildauer (C),Lake Superior State University,7,0,1,1,0.14,2,-2
1335,Carl Fish (D),University of Minnesota,7,0,1,1,0.14,2,2
1336,Alex Konovalov (F),Princeton University,7,0,1,1,0.14,4,-2
1337,Brett Oberle (F/D),Air Force Academy,7,0,1,1,0.14,4,-3
1338,Jace Foskey (D),Harvard University,8,0,1,1,0.13,0,3
1339,Owen Nolan (D),Army (U.S. Military Academy),8,0,1,1,0.13,2,-3
1340,Cam Gaudette (D),Northeastern University,8,0,1,1,0.13,4,-1
1341,John Lundy (F),American International College,9,0,1,1,0.11,2,-3
1342,Jackson Wozniak (F),Lindenwood University,9,0,1,1,0.11,4,-6
1343,Johnny Wescoe (F),Niagara University,10,0,1,1,0.10,2,-3
1344,Tyler Gaulin (F),Mercyhurst University,10,0,1,1,0.10,6,-1
1345,Kendrick Frost (LW),Army (U.S. Military Academy),11,0,1,1,0.09,0,2
1346,Shay Donovan (D),University of Wisconsin,11,0,1,1,0.09,2,-1
1347,Nate Schweitzer (D),Colorado College,11,0,1,1,0.09,4,-2
1348,Drew Vieten (F),Niagara University,11,0,1,1,0.09,9,0
1349,Tanner Hickey (D),Arizona State University,11,0,1,1,0.09,17,0
1350,Anthony Mollica (D),St. Lawrence University,12,0,1,1,0.08,2,-3
1351,Sam Watson (F),Lindenwood University,12,0,1,1,0.08,4,-5
1352,Keegan Langefels (D),Canisius College,12,0,1,1,0.08,4,-5
1353,Will Schimek (D),Providence College,12,0,1,1,0.08,6,-1
1354,Jack Collins (F),UMass-Lowell,12,0,1,1,0.08,19,2
1355,Owen Neuharth (C),Colgate University,13,0,1,1,0.08,0,-2
1356,Tyler Haskins (F),University of Denver,13,0,1,1,0.08,0,1
1357,Luke Mountain (F),University of Vermont,13,0,1,1,0.08,2,-1
1358,Andrius Kulbis-Marino (D),Sacred Heart University,13,0,1,1,0.08,4,-1
1359,Jimmy Darby (D),University of Alaska-Anchorage,13,0,1,1,0.08,4,1
1360,Reggie Millette (F),American International College,13,0,1,1,0.08,10,-3
1361,Ryan Tattle (F),University of Connecticut,13,0,1,1,0.08,10,-1
1362,Richard Hall (D),Stonehill College,13,0,1,1,0.08,13,-2
1363,Cam Mitchell (LW),University of Nebraska-Omaha,14,0,1,1,0.07,0,1
1364,Jack DeBoer (C),Niagara University,14,0,1,1,0.07,0,1
1365,Hunter McCoy (F),Army (U.S. Military Academy),14,0,1,1,0.07,2,-5
1366,Jack Babbage (D),University of New Hampshire,14,0,1,1,0.07,4,-4
1367,Xan Gurney (D),Long Island University,14,0,1,1,0.07,8,-6
1368,Luke Perunovich (D),University of St. Thomas,14,0,1,1,0.07,15,-9
1369,Drew Gardner (D),Stonehill College,14,0,1,1,0.07,17,0
1370,Jude Brower (D),Army (U.S. Military Academy),15,0,1,1,0.07,0,-2
1371,Logan Acheson (D),Bemidji State University,15,0,1,1,0.07,2,1
1372,Michael Outzen (F),Northeastern University,16,0,1,1,0.06,0,1
1373,Wyatt Schlaht (F),Brown University,16,0,1,1,0.06,2,-6
1374,Bobby Metz (D),Colgate University,16,0,1,1,0.06,4,1
1375,Andrew Kruse (D),Air Force Academy,16,0,1,1,0.06,6,-6
1376,Rory Herrman (F),RPI (Rensselaer Polytech. Inst.),16,0,1,1,0.06,10,-5
1377,Jonathan Balah (D),College of the Holy Cross,17,0,1,1,0.06,2,3
1378,Ryan Coughlin (F),Mercyhurst University,17,0,1,1,0.06,6,-5
1379,Jeremy Gervais (D),Lake Superior State University,17,0,1,1,0.06,8,0
1380,Xavier Henry (D),University of Vermont,18,0,1,1,0.06,2,-3
1381,Brandon Stanley (F),Niagara University,19,0,1,1,0.05,0,-5
1382,Jordan Wishman (D),Niagara University,19,0,1,1,0.05,20,5
1383,Jack Lyons (D),Canisius College,20,0,1,1,0.05,2,1
1384,Matt Kinash (F),University of Alaska-Anchorage,20,0,1,1,0.05,16,-6
1385,Blake Dangos (D),Arizona State University,20,0,1,1,0.05,18,-9
1386,Dylan Davies (D/F),RPI (Rensselaer Polytech. Inst.),21,0,1,1,0.05,23,2
1387,Michael Mastrodomenico (D),University of Notre Dame,22,0,1,1,0.05,12,6
1388,Caden Lewandowski (D),Clarkson University,23,0,1,1,0.04,0,7
1389,Wyllum Deveaux (F),Harvard University,25,0,1,1,0.04,2,0
1390,Luke Albert (D),Brown University,25,0,1,1,0.04,12,0
1391,Carter Belitski (F),University of Alaska-Anchorage,25,0,1,1,0.04,14,-7
1392,Tyrell Boucher (D),Northern Michigan University,28,0,1,1,0.04,12,5
1393,Will Francis (D),University of Minnesota-Duluth,28,0,1,1,0.04,22,-1
1394,Lane Brockhoff (D),Niagara University,30,0,1,1,0.03,31,-2
1395,Arvid Henrikson (D),Lake Superior State University,31,0,1,1,0.03,36,-10
1396,Dean Bauchiero (W),Brown University,0,0,0,0,0.00,0,0
1397,Garrett Wait (LW),UMass,0,0,0,0,0.00,0,0
1398,Dorian Dawson (D),University of Alaska-Anchorage,0,0,0,0,0.00,0,0
1399,Nick Grimaldi (F),Ferris State University,0,0,0,0,0.00,0,0
1400,Matt Staudacher (D),University of Minnesota,0,0,0,0,0.00,0,0
1401,Barrett Brooks (RW),Western Michigan University,0,0,0,0,0.00,0,0
1402,Mark D'Agostino (F),University of Connecticut,0,0,0,0,0.00,0,0
1403,Tanner Latsch (C),Northern Michigan University,0,0,0,0,0.00,0,0
1404,Cole Burtch (LW),Western Michigan University,0,0,0,0,0.00,0,0
1405,Oliver Bezick (D),Michigan Tech,0,0,0,0,0.00,0,0
1406,Jack Powell (D),Bemidji State University,0,0,0,0,0.00,0,0
1407,Jesper Tarkiainen (RW),University of Vermont,0,0,0,0,0.00,0,0
1408,Michael Holland (F),Miami University (Ohio),0,0,0,0,0.00,0,0
1409,Jack Dempsey (F),Boston College,0,0,0,0,0.00,0,0
1410,Andrew Gotts (F),Stonehill College,0,0,0,0,0.00,0,0
1411,Jimmy Rayhill (D),Cornell University,0,0,0,0,0.00,0,0
1412,Harry Meirowitz (D),Brown University,0,0,0,0,0.00,0,0
1413,Jack Hoey (C),Colgate University,0,0,0,0,0.00,0,0
1414,Ricards Landmanis (D),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1415,Kyler Kleven (C),University of Minnesota-Duluth,0,0,0,0,0.00,0,0
1416,Quinn Rudrud (F),University of Alaska-Fairbanks,0,0,0,0,0.00,0,0
1417,Spencer Evans (D),Brown University,0,0,0,0,0.00,0,0
1418,Matthew Campbell (D),Quinnipiac University,0,0,0,0,0.00,0,0
1419,Charlie Campbell (F),Clarkson University,0,0,0,0,0.00,0,0
1420,Dane Montgomery (D/RW),University of North Dakota,0,0,0,0,0.00,0,0
1421,Bennett Zmolek (D),Minnesota State University (Mankato),0,0,0,0,0.00,0,0
1422,Luke Khozozian (F),Harvard University,0,0,0,0,0.00,0,0
1423,Zane Kindrachuk (F),Niagara University,0,0,0,0,0.00,0,0
1424,Roc Truman (F),UMass-Lowell,0,0,0,0,0.00,0,0
1425,Josh Phillips (D),Union College,0,0,0,0,0.00,0,0
1426,Jake Sacratini (RW),American International College,0,0,0,0,0.00,0,0
1427,Alec Capstick (D),Miami University (Ohio),0,0,0,0,0.00,0,0
1428,Carver Watson (D),Mercyhurst University,0,0,0,0,0.00,0,0
1429,Hunter Weiss (D),University of Notre Dame,0,0,0,0,0.00,0,0
1430,Matt Cameron (F),Niagara University,0,0,0,0,0.00,0,0
1431,Peter Muzyka (D),Cornell University,0,0,0,0,0.00,0,0
1432,Nolan Cunningham (D),Air Force Academy,0,0,0,0,0.00,0,0
1433,Aidan Metcalfe (D),University of Connecticut,0,0,0,0,0.00,0,0
1434,Tommy Lyons (F),Harvard University,0,0,0,0,0.00,0,0
1435,Louis Helsen (D),RPI (Rensselaer Polytech. Inst.),0,0,0,0,0.00,0,0
1436,Theo Thrun (F),Western Michigan University,0,0,0,0,0.00,0,0
1437,Hunter McCurdy (D),American International College,0,0,0,0,0.00,0,0
1438,Dalton Weigel (D),Air Force Academy,0,0,0,0,0.00,0,0
1439,Samuel Sjölund (D),Western Michigan University,0,0,0,0,0.00,0,0
1440,Trevor Adams (F),Union College,0,0,0,0,0.00,0,0
1441,Spencer DenBeste (F),Lake Superior State University,0,0,0,0,0.00,0,0
1442,Cade Penney (D),University of New Hampshire,0,0,0,0,0.00,0,0
1443,Ethan Leyh (F),Bentley University,0,0,0,0,0.00,0,0
1444,Tyler Nasca (D),Mercyhurst University,0,0,0,0,0.00,0,0
1445,Nicholas Kent (D),Mercyhurst University,0,0,0,0,0.00,0,0
1446,Kyle Furey (D),Northeastern University,1,0,0,0,0.00,0,0
1447,Alex Power (C),Quinnipiac University,1,0,0,0,0.00,0,1
1448,Ryan Robinson (LW),Arizona State University,1,0,0,0,0.00,0,0
1449,Lucas Jones (D),University of Vermont,1,0,0,0,0.00,0,-1
1450,Brayden Morrison (C/LW),University of Wisconsin,1,0,0,0,0.00,0,0
1451,Jeppe Urup Mogensen (D),Sacred Heart University,1,0,0,0,0.00,0,0
1452,Blaine Warnert (F),University of St. Thomas,1,0,0,0,0.00,0,-1
1453,Frank Dovorany (D),Michigan Tech,1,0,0,0,0.00,0,0
1454,Pat Sunderland (F),Stonehill College,1,0,0,0,0.00,0,0
1455,Chase McInnis (F),Northeastern University,1,0,0,0,0.00,0,0
1456,Jack O'Brien (D),Cornell University,1,0,0,0,0.00,0,0
1457,Andrew Seaman (F),Union College,1,0,0,0,0.00,0,0
